Город,Штат,Округ,Индекс,Телефонный код,Часовой пояс,Широта,Долгота
Frontier,WY,Lincoln,83121,307,MST,41.8141,-110.536
Frost,MN,Faribault,56033,507,CST,43.5869,-93.9229
Frost,TX,Navarro,76641,903,CST,32.0269,-96.7799
Frostburg,PA,Jefferson,15740,814,EST,40.9644,-79.0341
Frostburg,MD,Allegany,21532,301,EST,39.655,-78.9261
Frostproof,FL,Polk,33843,863,EST,27.7411,-81.5498
Fruita,CO,Mesa,81521,970,MST,39.1661,-108.718
Fruitdale,AL,Washington,36539,251,CST,31.3246,-88.3145
Fruithurst,AL,Cleburne,36262,256,CST,33.7303,-85.4319
Fruitland,MD,Wicomico,21826,410,EST,38.3249,-75.6237
Fruitland,IA,Muscatine,52749,563,CST,41.355,-91.1274
Fruitland,WA,Stevens,99129,509,PST,48.0458,-118.195
Fruitland,ID,Payette,83619,208,MST,43.9962,-116.912
Fruitland,UT,Duchesne,84027,435,MST,40.2128,-110.839
Fruitland,NM,San Juan,87416,505,MST,36.7438,-108.398
Fruitland Park,FL,Lake,34731,352,EST,28.8655,-81.8998
Fruitport,MI,Muskegon,49415,231,EST,43.1431,-86.1374
Fruitvale,TN,Crockett,38336,731,CST,35.7226,-89.0616
Fruitvale,TX,Van Zandt,75127,903,CST,32.6835,-95.7961
Fruitvale,ID,Adams,83620,208,MST,44.8153,-116.439
Fryburg,PA,Clarion,16326,814,EST,41.369,-79.4144
Fryeburg,ME,Oxford,4037,207,EST,44.002,-70.9648
Fulda,IN,Spencer,47536,812,CST,38.1388,-86.8482
Fulda,MN,Murray,56131,507,CST,43.8721,-95.6009
Fulks Run,VA,Rockingham,22830,540,EST,38.6349,-78.9827
Fullerton,ND,Dickey,58441,701,CST,46.1968,-98.3783
Fullerton,NE,Nance,68638,308,CST,41.3624,-97.9715
Fullerton,CA,Orange,92831,714,PST,33.886,-117.895
Fullerton,CA,Orange,92832,714,PST,33.8661,-117.928
Fullerton,CA,Orange,92833,714,PST,33.8765,-117.958
Fullerton,CA,Orange,92834,714,PST,33.8792,-117.897
Fullerton,CA,Orange,92835,714,PST,33.9019,-117.907
Fullerton,CA,Orange,92836,714,PST,33.8744,-117.904
Fullerton,CA,Orange,92837,714,PST,33.8702,-117.964
Fullerton,CA,Orange,92838,714,PST,33.8918,-117.931
Fulshear,TX,Fort Bend,77441,281,CST,29.6823,-95.9246
Fulton,NY,Oswego,13069,315,EST,43.2962,-76.4035
Fulton,MD,Howard,20759,301,EST,39.1527,-76.9306
Fulton,MS,Itawamba,38843,662,CST,34.2696,-88.4012
Fulton,AL,Clarke,36446,334,CST,31.7867,-87.6457
Fulton,OH,Morrow,43321,419,EST,40.4628,-82.828
Fulton,KY,Fulton,42041,270,CST,36.5319,-88.9475
Fulton,IN,Fulton,46931,574,EST,40.9485,-86.2662
Fulton,IL,Whiteside,61252,815,CST,41.8538,-90.1443
Fulton,MI,Kalamazoo,49052,269,EST,42.1068,-85.3382
Fulton,SD,Hanson,57340,605,CST,43.7276,-97.8219
Fulton,KS,Bourbon,66738,620,CST,38.01,-94.7198
Fulton,TX,Aransas,78358,361,CST,28.079,-97.0302
Fulton,MO,Callaway,65251,573,CST,38.8527,-91.9486
Fulton,AR,Hempstead,71838,870,CST,33.6302,-93.8139
Fulton,CA,Sonoma,95439,707,PST,38.4925,-122.776
Fultondale,AL,Jefferson,35068,205,CST,33.612,-86.8265
Fultonham,NY,Schoharie,12071,518,EST,42.5895,-74.3917
Fultonham,OH,Muskingum,43738,740,EST,39.8557,-82.1402
Fultonville,NY,Montgomery,12016,518,EST,42.9478,-74.3708
Fultonville,NY,Montgomery,12072,518,EST,42.9416,-74.3794
Fults,IL,Monroe,62244,618,CST,38.1618,-90.1999
Funk,NE,Phelps,68940,308,CST,40.4638,-99.2496
Funkstown,MD,Washington,21734,301,EST,39.6092,-77.7083
Funston,GA,Colquitt,31753,229,EST,31.2139,-83.9714
Fuquay Varina,NC,Wake,27526,919,EST,35.5985,-78.7843
Furlong,PA,Bucks,18925,215,EST,40.2788,-75.0655
Furman,AL,Wilcox,36741,334,CST,32.0038,-86.9647
Furman,SC,Hampton,29921,803,EST,32.7591,-81.2387
Fyffe,AL,De Kalb,35971,256,CST,34.5053,-85.904
Gaastra,MI,Iron,49927,906,CST,46.052,-88.5917
Gabbs,NV,Nye,89409,775,PST,38.8634,-117.927
Gable,SC,Clarendon,29051,803,EST,33.8439,-80.0881
Gabriels,NY,Franklin,12939,518,EST,44.4319,-74.1814
Gackle,ND,Logan,58442,701,CST,46.6258,-99.142
Gadsden,SC,Richland,29052,803,EST,33.8512,-80.7637
Gadsden,AL,Etowah,35901,256,CST,34.0082,-85.9442
Gadsden,AL,Etowah,35902,256,CST,34.0008,-85.9579
Gadsden,AL,Etowah,35903,256,CST,33.9933,-85.9059
Gadsden,AL,Etowah,35904,256,CST,34.0263,-86.0549
Gadsden,TN,Crockett,38337,731,CST,35.7734,-88.9892
Gadsden,AZ,Yuma,85336,928,MST,32.5511,-114.775
Gaffney,SC,Cherokee,29340,864,EST,35.0631,-81.6442
Gaffney,SC,Cherokee,29341,864,EST,35.0929,-81.6756
Gaffney,SC,Cherokee,29342,864,EST,34.9878,-81.6579
Gage,OK,Ellis,73843,580,CST,36.3177,-99.7586
Gagetown,MI,Tuscola,48735,989,EST,43.652,-83.2741
Gahanna,OH,Franklin,43230,614,EST,40.0462,-82.8579
Gail,TX,Borden,79738,806,CST,32.7446,-101.432
Gaines,PA,Tioga,16921,814,EST,41.6787,-77.523
Gaines,MI,Genesee,48436,989,EST,42.8681,-83.8789
Gainesboro,TN,Jackson,38562,931,CST,36.3549,-85.6531
Gainestown,AL,Clarke,36540,334,CST,31.4221,-87.6736
Gainesville,NY,Wyoming,14066,585,EST,42.6371,-78.1891
Gainesville,VA,Prince William,20155,703,EST,38.7864,-77.6563
Gainesville,VA,Prince William,20156,703,EST,38.7913,-77.6252
Gainesville,GA,Hall,30507,770,EST,34.2547,-83.775
Gainesville,FL,Alachua,32601,352,EST,29.6487,-82.3085
Gainesville,FL,Alachua,32602,352,EST,29.6622,-82.449
Gainesville,FL,Alachua,32603,352,EST,29.6553,-82.348
Gainesville,FL,Alachua,32604,352,EST,29.6526,-82.3437
Gainesville,FL,Alachua,32605,352,EST,29.6771,-82.3729
Gainesville,FL,Alachua,32606,352,EST,29.6964,-82.4092
Gainesville,FL,Alachua,32607,352,EST,29.6459,-82.4156
Gainesville,FL,Alachua,32608,352,EST,29.6037,-82.3987
Gainesville,FL,Alachua,32609,352,EST,29.6924,-82.2976
Gainesville,FL,Alachua,32610,352,EST,29.6396,-82.3441
Gainesville,FL,Alachua,32611,352,EST,29.6454,-82.3487
Gainesville,FL,Alachua,32612,352,EST,29.6539,-82.3505
Gainesville,FL,Alachua,32613,352,EST,29.6646,-82.3244
Gainesville,FL,Alachua,32614,352,EST,29.6093,-82.3721
Gainesville,FL,Alachua,32627,352,EST,29.6469,-82.3263
Gainesville,FL,Alachua,32635,352,EST,29.6514,-82.325
Gainesville,FL,Alachua,32641,352,EST,29.6513,-82.325
Gainesville,FL,Alachua,32653,352,EST,29.6646,-82.3244
Gainesville,AL,Sumter,35464,205,CST,32.8174,-88.1567
Gainesville,GA,Hall,30501,770,EST,34.2881,-83.8198
Gainesville,GA,Hall,30503,770,EST,34.3731,-83.8242
Gainesville,GA,Hall,30504,770,EST,34.2644,-83.8868
Gainesville,GA,Hall,30506,770,EST,34.372,-83.868
Gainesville,TX,Cooke,76240,940,CST,33.5882,-97.1008
Gainesville,TX,Cooke,76241,940,CST,33.6243,-97.1499
Gainesville,MO,Ozark,65655,417,CST,36.5749,-92.4151
Gaithersburg,MD,Montgomery,20877,301,EST,39.1253,-77.1895
Gaithersburg,MD,Montgomery,20878,301,EST,39.1114,-77.242
Gaithersburg,MD,Montgomery,20879,301,EST,39.176,-77.1902
Gaithersburg,MD,Montgomery,20882,301,EST,39.2298,-77.1753
Gaithersburg,MD,Montgomery,20883,301,EST,39.1433,-77.2017
Gaithersburg,MD,Montgomery,20884,301,EST,39.141,-77.1945
Gaithersburg,MD,Montgomery,20885,301,EST,39.1353,-77.2265
Gaithersburg,MD,Montgomery,20886,301,EST,39.1709,-77.2095
Gaithersburg,MD,Montgomery,20898,301,EST,39.1433,-77.2017
Gaithersburg,MD,Montgomery,20899,301,EST,39.145,-77.2166
Gakona,AK,Valdez-Cordova,99586,907,PST-1,62.3573,-143.002
Galata,MT,Toole,59444,406,MST,48.733,-111.469
Galatia,IL,Saline,62935,618,CST,37.8376,-88.6249
Galax,VA,Galax City,24333,276,EST,36.6634,-80.9214
Galena,OH,Delaware,43021,740,EST,40.193,-82.8974
Galena,MD,Kent,21635,410,EST,39.3239,-75.8597
Galena,IL,Jo Daviess,61036,815,CST,42.407,-90.3711
Galena,KS,Cherokee,66739,620,CST,37.0728,-94.6355
Galena,MO,Stone,65656,417,CST,36.8372,-93.48
Galena,AK,Yukon-Koyukuk,99741,907,PST-1,65.5573,-151.101
Galena Park,TX,Harris,77547,713,CST,29.7382,-95.2355
Gales Creek,OR,Washington,97117,503,PST,45.5987,-123.266
Gales Ferry,CT,New London,6335,860,EST,41.4345,-72.0694
Galesburg,IL,Knox,61401,309,CST,40.927,-90.3825
Galesburg,IL,Knox,61402,309,CST,40.948,-90.3713
Galesburg,MI,Kalamazoo,49053,269,EST,42.2906,-85.4178
Galesburg,ND,Traill,58035,701,CST,47.2816,-97.324
Galesburg,KS,Neosho,66740,620,CST,37.4696,-95.3072
Galesville,MD,Anne Arundel,20765,410,EST,38.8433,-76.5508
Galesville,WI,Trempealeau,54630,608,CST,44.0775,-91.3621
Galeton,PA,Potter,16922,814,EST,41.7128,-77.662
Galeton,CO,Weld,80622,970,MST,40.504,-104.624
Galien,MI,Berrien,49113,269,EST,41.7986,-86.5121
Galion,OH,Crawford,44833,419,EST,40.7374,-82.7994
Galisteo,NM,Santa Fe,87540,505,MST,35.396,-105.851
Gallagher,WV,Kanawha,25083,304,EST,38.1377,-81.3826
Gallant,AL,Etowah,35972,256,CST,33.9924,-86.2279
Gallatin,TN,Sumner,37066,615,CST,36.3894,-86.4552
Gallatin,MO,Daviess,64640,660,CST,39.9028,-93.9687
Gallatin,TX,Cherokee,75764,936,CST,31.8951,-95.1525
Gallatin Gateway,MT,Gallatin,59730,406,MST,45.4406,-111.218
Gallaway,TN,Fayette,38036,901,CST,35.3247,-89.62
Galliano,LA,Lafourche,70354,985,CST,29.4293,-90.2937
Gallina,NM,Rio Arriba,87017,505,MST,36.164,-106.609
Gallion,AL,Marengo,36742,334,CST,32.5417,-87.705
Gallipolis,OH,Gallia,45631,740,EST,38.8208,-82.196
Gallipolis Ferry,WV,Mason,25515,304,EST,38.7009,-82.119
Gallitzin,PA,Cambria,16641,814,EST,40.4813,-78.5511
Gallman,MS,Copiah,39077,601,CST,31.9319,-90.3891
Galloway,WV,Barbour,26349,304,EST,39.2263,-80.1309
Galloway,WI,Marathon,54432,715,CST,44.7674,-89.216
Gallup,NM,McKinley,87301,505,MST,35.4767,-108.753
Gallup,NM,McKinley,87302,505,MST,35.4319,-108.727
Gallup,NM,McKinley,87305,505,MST,35.471,-108.821
Gallup,NM,McKinley,87320,505,MST,35.7745,-108.843
Gallup,NM,McKinley,87375,505,MST,35.5255,-108.741
Gallupville,NY,Schoharie,12073,518,EST,42.6625,-74.233
Galt,IA,Wright,50101,641,CST,42.6906,-93.5966
Galt,MO,Grundy,64641,660,CST,40.1591,-93.4092
Galt,IL,Whiteside,61037,815,CST,41.7889,-89.7609
Galt,CA,Sacramento,95632,209,PST,38.2755,-121.292
Galva,KS,McPherson,67443,620,CST,38.389,-97.5499
Galva,IA,Ida,51020,712,CST,42.5061,-95.4168
Galva,IL,Henry,61434,309,CST,41.167,-90.0425
Galveston,IN,Cass,46932,574,EST,40.5793,-86.1951
Galveston,TX,Galveston,77552,409,CST,29.2821,-94.8147
Galveston,TX,Galveston,77553,409,CST,29.2135,-94.9334
Galveston,TX,Galveston,77554,409,CST,29.2118,-94.9556
Galveston,TX,Galveston,77555,409,CST,29.3091,-94.7821
Galveston,TX,Galveston,77550,409,CST,29.3012,-94.7884
Galveston,TX,Galveston,77551,409,CST,29.2776,-94.8389
Galvin,WA,Lewis,98544,360,PST,46.7414,-123.027
Galway,NY,Saratoga,12074,518,EST,43.0339,-74.0388
Gamaliel,KY,Monroe,42140,270,CST,36.6585,-85.8146
Gamaliel,AR,Baxter,72537,870,CST,36.3654,-92.4634
Gambell,AK,Nome,99742,907,PST-1,63.5082,-171.432
Gambier,OH,Knox,43022,740,EST,40.348,-82.3488
Gambrills,MD,Anne Arundel,21054,410,EST,39.0359,-76.6726
Gamerco,NM,McKinley,87317,505,MST,35.5722,-108.765
Ganado,TX,Jackson,77962,361,CST,29.0389,-96.5117
Ganado,AZ,Apache,86505,928,MST,35.6515,-109.4
Ganado,AZ,Apache,86540,928,MST,35.6053,-109.458
Gandeeville,WV,Roane,25243,304,EST,38.7027,-81.404
Gann Valley,SD,Buffalo,57341,605,CST,44.0879,-99.0695
Gans,PA,Fayette,15439,724,EST,39.7426,-79.8245
Gans,OK,Sequoyah,74936,918,CST,35.3888,-94.6919
Gansevoort,NY,Saratoga,12831,518,EST,43.1984,-73.6783
Gantt,AL,Covington,36038,334,CST,31.4237,-86.4167
Gap,PA,Lancaster,17527,717,EST,40.0106,-75.992
Gap Mills,WV,Monroe,24941,304,EST,37.51,-80.3986
Gapville,KY,Magoffin,41433,606,EST,37.63,-82.9592
Garards Fort,PA,Greene,15334,724,EST,39.8641,-80.0036
Garber,IA,Clayton,52048,563,CST,42.7461,-91.2518
Garber,OK,Garfield,73738,580,CST,36.4366,-97.5816
Garberville,CA,Humboldt,95542,707,PST,40.1752,-123.913
Garcia,CO,Costilla,81134,719,MST,37.0054,-105.537
Garciasville,TX,Starr,78547,956,CST,26.3736,-98.6532
Garden,MI,Delta,49835,906,EST,45.7364,-86.5909
Garden City,GA,Chatham,31415,912,EST,32.0748,-81.1297
Garden City,GA,Chatham,31418,912,EST,32.153,-81.1948
Garden City,NY,Nassau,11530,516,EST,40.7282,-73.6381
Garden City,NY,Nassau,11531,516,EST,40.7235,-73.6334
Garden City,NY,Nassau,11535,516,EST,40.7235,-73.6334
Garden City,NY,Nassau,11536,516,EST,40.7259,-73.6445
Garden City,NY,Nassau,11599,516,EST,40.7273,-73.6314
Garden City,AL,Cullman,35070,256,CST,34.0148,-86.7501
Garden City,IA,Hardin,50102,515,CST,42.2526,-93.4046
Garden City,MO,Cass,64747,816,CST,38.5633,-94.1895
Garden City,MI,Wayne,48135,734,EST,42.3244,-83.3392
Garden City,MI,Wayne,48136,734,EST,42.3238,-83.3424
Garden City,MN,Blue Earth,56034,507,CST,44.0477,-94.1664
Garden City,SD,Clark,57236,605,CST,44.9349,-97.5549
Garden City,KS,Finney,67846,620,CST,37.9754,-100.85
Garden City,LA,Saint Mary,70540,337,CST,29.7653,-91.4656
Garden City,TX,Glasscock,79739,915,CST,31.8694,-101.52
Garden City,UT,Rich,84028,435,MST,41.9123,-111.401
Garden Grove,IA,Decatur,50103,641,CST,40.7179,-93.6142
Garden Grove,CA,Orange,92840,714,PST,33.7868,-117.928
Garden Grove,CA,Orange,92841,714,PST,33.7806,-117.976
Garden Grove,CA,Orange,92842,714,PST,33.779,-117.948
Garden Grove,CA,Orange,92843,714,PST,33.7651,-117.93
Garden Grove,CA,Orange,92844,714,PST,33.7677,-117.973
Garden Grove,CA,Orange,92845,714,PST,33.7823,-118.027
Garden Grove,CA,Orange,92846,714,PST,33.7869,-118.035
Garden Plain,KS,Sedgwick,67050,316,CST,37.6706,-97.6756
Garden Prairie,IL,Boone,61038,815,CST,42.2498,-88.7371
Garden Valley,ID,Boise,83622,208,MST,44.0557,-115.624
Garden Valley,CA,El Dorado,95633,530,PST,38.8488,-120.843
Gardena,CA,Los Angeles,90247,310,PST,33.8889,-118.294
Gardena,CA,Los Angeles,90248,310,PST,33.8818,-118.282
Gardena,CA,Los Angeles,90249,310,PST,33.8994,-118.319
Gardendale,AL,Jefferson,35071,205,CST,33.6683,-86.8252
Gardendale,TX,Ector,79758,915,CST,32.0242,-102.386
Gardenville,PA,Bucks,18926,215,EST,40.3814,-75.0935
Gardiner,NY,Ulster,12525,845,EST,41.6643,-74.1518
Gardiner,ME,Kennebec,4344,207,EST,44.2514,-69.7886
Gardiner,ME,Kennebec,4345,207,EST,44.2221,-69.7747
Gardiner,MT,Park,59030,406,MST,45.036,-110.706
Gardiner,OR,Douglas,97441,541,PST,43.7293,-124.109
Gardner,MA,Worcester,1440,978,EST,42.5741,-71.9935
Gardner,MA,Worcester,1441,978,EST,42.5737,-71.9961
Gardner,ND,Cass,58036,701,CST,47.1083,-97.0058
Gardner,IL,Grundy,60424,815,CST,41.1691,-88.3203
Gardner,KS,Johnson,66030,913,CST,38.815,-94.9315
Gardner,KS,Johnson,66031,913,CST,38.8122,-94.9258
Gardner,LA,Rapides,71431,318,CST,31.2694,-92.6928
Gardner,CO,Huerfano,81040,719,MST,37.7865,-105.183
Gardners,PA,Cumberland,17324,717,EST,40.0116,-77.1943
Gardnerville,NV,Douglas,89410,775,PST,38.8295,-119.715
Gardnerville,NV,Douglas,89460,775,,38.892,-119.724
Garfield,NJ,Bergen,7026,973,EST,40.8797,-74.1083
Garfield,GA,Emanuel,30425,478,EST,32.5987,-82.0736
Garfield,KY,Breckinridge,40140,270,CST,37.8178,-86.3227
Garfield,KS,Pawnee,67529,620,CST,38.2146,-98.2089
Garfield,MN,Douglas,56332,320,CST,46.0205,-95.4578
Garfield,AR,Benton,72732,479,CST,36.3912,-93.9113
Garfield,WA,Whitman,99130,509,PST,47.0091,-117.138
Garfield,NM,Dona Ana,87936,505,MST,32.7484,-107.264
Garibaldi,OR,Tillamook,97118,503,PST,45.5617,-123.911
Garita,NM,San Miguel,88421,505,MST,35.3598,-104.487
Garland,ME,Penobscot,4939,207,EST,45.0383,-69.1608
Garland,PA,Warren,16416,814,EST,41.8161,-79.4442
Garland,NC,Sampson,28441,910,EST,34.8223,-78.3305
Garland,NE,Seward,68360,402,CST,40.9424,-96.9858
Garland,KS,Bourbon,66741,620,CST,37.7205,-94.6682
Garland,TX,Dallas,75040,972,CST,32.9252,-96.6203
Garland,TX,Dallas,75041,972,CST,32.8808,-96.6418
Garland,TX,Dallas,75042,972,CST,32.9132,-96.6719
Garland,TX,Dallas,75043,972,CST,32.8576,-96.5986
Garland,TX,Dallas,75044,972,CST,32.9677,-96.6615
Garland,TX,Dallas,75045,972,CST,32.945,-96.6822
Garland,TX,Dallas,75046,972,CST,32.916,-96.6422
Garland,TX,Dallas,75047,972,CST,32.8766,-96.6477
Garland,TX,Dallas,75049,972,CST,32.8565,-96.6031
Garland,UT,Box Elder,84312,435,MST,41.7475,-112.151
Garland City,AR,Miller,71839,870,CST,33.3173,-93.7597
Garnavillo,IA,Clayton,52049,563,CST,42.8727,-91.2292
Garneill,MT,Fergus,59445,406,MST,47.0557,-109.468
Garner,NC,Wake,27529,919,EST,35.687,-78.6082
Garner,IA,Hancock,50438,641,CST,43.1143,-93.5537
Garner,KY,Knott,41817,606,EST,37.3804,-82.8935
Garner,AR,White,72052,501,CST,35.1226,-91.7293
Garnerville,NY,Rockland,10923,845,EST,41.2039,-74.0026
Garnett,SC,Hampton,29922,803,EST,32.6039,-81.2443
Garnett,KS,Anderson,66032,785,CST,38.2833,-95.2401
Garrard,KY,Clay,40941,606,EST,37.1236,-83.7463
Garrattsville,NY,Otsego,13342,607,EST,42.6375,-75.2261
Garretson,SD,Minnehaha,57030,605,CST,43.7147,-96.5194
Garrett,PA,Somerset,15542,814,EST,39.8655,-79.0628
Garrett,IN,De Kalb,46738,260,EST,41.3467,-85.1344
Garrett,KY,Floyd,41630,606,EST,37.4863,-82.8558
Garrett Park,MD,Montgomery,20896,301,EST,39.0341,-77.0944
Garrettsville,OH,Portage,44231,330,EST,41.2993,-81.073
Garrison,NY,Putnam,10524,845,EST,41.3674,-73.9211
Garrison,MD,Baltimore,21055,410,EST,39.4058,-76.7608
Garrison,IA,Benton,52229,319,CST,42.1412,-92.1392
Garrison,ND,McLean,58540,701,CST,47.6567,-101.39
Garrison,KY,Lewis,41141,606,EST,38.5521,-83.1925
Garrison,MN,Crow Wing,56450,320,CST,46.2435,-93.9358
Garrison,TX,Nacogdoches,75946,936,CST,31.7993,-94.4853
Garrison,MT,Powell,59731,406,MST,46.5223,-112.86
Garrison,UT,Millard,84728,435,MST,39.0621,-113.414
Garrison,MO,Christian,65657,417,CST,36.8539,-92.9878
Garrisonville,VA,Stafford,22463,540,EST,38.4783,-77.493
Garrochales,PR,Arecibo,652,787,EST+1,18.4644,-66.5701
Garryowen,MT,Big Horn,59031,406,MST,45.4717,-107.261
Garvin,MN,Lyon,56132,507,CST,44.2168,-95.7588
Garvin,OK,McCurtain,74736,580,CST,33.9192,-94.9318
Garwin,IA,Tama,50632,641,CST,42.0842,-92.7185
Garwood,NJ,Union,7027,908,EST,40.651,-74.3235
Garwood,TX,Colorado,77442,979,CST,29.4487,-96.3965
Gary,WV,McDowell,24836,304,EST,37.3626,-81.5526
Gary,IN,Lake,46401,219,CST,41.4575,-87.2872
Gary,IN,Lake,46402,219,CST,41.5987,-87.3363
Gary,IN,Lake,46403,219,CST,41.5901,-87.2749
Gary,IN,Lake,46404,219,CST,41.5862,-87.3738
Gary,IN,Lake,46406,219,CST,41.5877,-87.41
Gary,IN,Lake,46407,219,CST,41.5806,-87.3347
Gary,IN,Lake,46408,219,CST,41.5416,-87.3676
Gary,IN,Lake,46409,219,CST,41.5429,-87.3249
Gary,IN,Lake,46411,219,CST,41.4721,-87.3788
Gary,MN,Norman,56545,218,CST,47.369,-96.1948
Gary,SD,Deuel,57237,605,CST,44.854,-96.5337
Gary,TX,Panola,75643,903,CST,32.0313,-94.3972
Garysburg,NC,Northampton,27831,252,EST,36.4782,-77.5667
Garyville,LA,Saint John the Baptist,70051,985,CST,30.1253,-90.6098
Gas,KS,Allen,66742,620,CST,37.9236,-95.3458
Gas City,IN,Grant,46933,765,EST,40.4882,-85.6065
Gasburg,VA,Brunswick,23857,434,EST,36.5419,-77.874
Gasconade,MO,Gasconade,65036,573,CST,38.6694,-91.56
Gasport,NY,Niagara,14067,716,EST,43.208,-78.5669
Gasquet,CA,Del Norte,95543,707,PST,41.8833,-123.873
Gassaway,WV,Braxton,26624,304,EST,38.6836,-80.7725
Gassville,AR,Baxter,72635,870,CST,36.3026,-92.4845
Gaston,SC,Lexington,29053,803,EST,33.8284,-81.1182
Gaston,NC,Northampton,27832,252,EST,36.489,-77.62
Gaston,IN,Delaware,47342,765,EST,40.3157,-85.5025
Gaston,OR,Washington,97119,503,PST,45.404,-123.149
Gastonia,NC,Gaston,28052,704,EST,35.2275,-81.242
Gastonia,NC,Gaston,28053,704,EST,35.1923,-81.2337
Gastonia,NC,Gaston,28054,704,EST,35.2297,-81.1424
Gastonia,NC,Gaston,28055,704,EST,35.2203,-81.2532
Gastonia,NC,Gaston,28056,704,EST,35.2122,-81.1451
Gastonville,PA,Washington,15336,724,EST,40.2644,-80.0073
Gate,OK,Beaver,73844,580,CST,36.9136,-100.128
Gate City,VA,Scott,24251,276,EST,36.6332,-82.5734
Gates,TN,Lauderdale,38037,731,CST,35.8332,-89.4054
Gates,NC,Gates,27937,252,EST,36.5021,-76.7865
Gates,OR,Marion,97346,503,PST,44.7564,-122.382
Gates Mills,OH,Cuyahoga,44040,440,EST,41.5299,-81.4159
Gatesville,NC,Gates,27938,252,EST,36.3896,-76.7208
Gatesville,TX,Coryell,76528,254,CST,31.4351,-97.7408
Gatesville,TX,Coryell,76596,254,CST,31.489,-97.7383
Gatesville,TX,Coryell,76597,254,CST,31.4341,-97.748
Gatesville,TX,Coryell,76598,254,CST,31.4463,-97.7434
Gatesville,TX,Coryell,76599,254,CST,31.4734,-97.7375
Gateway,AR,Benton,72733,479,CST,36.4764,-93.919
Gateway,CO,Mesa,81522,970,MST,38.7858,-108.749
Gatewood,MO,Ripley,63942,573,CST,36.563,-91.0741
Gatlinburg,TN,Sevier,37738,865,EST,35.7114,-83.5134
Gattman,MS,Monroe,38844,662,CST,33.8855,-88.2361
Gatzke,MN,Marshall,56724,218,CST,48.4145,-95.7947
Gauley Bridge,WV,Fayette,25085,304,EST,38.1678,-81.1943
Gause,TX,Milam,77857,979,CST,30.785,-96.7211
Gautier,MS,Jackson,39553,228,CST,30.3998,-88.6416
Gay,WV,Jackson,25244,304,EST,38.7976,-81.5753
Gay,GA,Meriwether,30218,706,EST,33.1372,-84.5832
Gaylesville,AL,Cherokee,35973,256,CST,34.3698,-85.5572
Gaylord,MI,Otsego,49734,989,EST,45.0275,-84.6747
Gaylord,MI,Otsego,49735,989,EST,44.9884,-84.6743
Gaylord,MN,Sibley,55334,507,CST,44.5556,-94.2159
Gaylord,KS,Smith,67638,785,CST,39.6594,-98.7813
Gaylordsville,CT,Litchfield,6755,860,EST,41.6491,-73.4833
Gays,IL,Moultrie,61928,217,CST,39.4872,-88.5406
Gays Creek,KY,Perry,41745,606,EST,37.3501,-83.4475
Gays Mills,WI,Crawford,54631,608,CST,43.2895,-90.8668
Gaysville,VT,Windsor,5746,802,EST,43.7345,-72.7441
Gayville,SD,Yankton,57031,605,CST,42.8882,-97.1728
Gazelle,CA,Siskiyou,96034,530,PST,41.4582,-122.636
Geary,OK,Blaine,73040,405,CST,35.6301,-98.3195
Geddes,SD,Charles Mix,57342,605,CST,43.2543,-98.6894
Geff,IL,Wayne,62842,618,CST,38.4405,-88.424
Geigertown,PA,Berks,19523,610,EST,40.2025,-75.8366
Geismar,LA,Ascension,70734,225,CST,30.2425,-90.9902
Gem,KS,Thomas,67734,785,CST,39.4379,-100.887
Gene Autry,OK,Carter,73436,580,CST,34.291,-97.0342
Genesee,PA,Potter,16923,814,EST,41.9144,-77.8908
Genesee,PA,Potter,16941,814,EST,41.9813,-77.7694
Genesee,MI,Genesee,48437,810,EST,43.1036,-83.6402
Genesee,ID,Latah,83832,208,PST,46.557,-116.943
Genesee Depot,WI,Waukesha,53127,262,CST,42.9688,-88.3726
Geneseo,NY,Livingston,14454,585,EST,42.7918,-77.7738
Geneseo,KS,Rice,67444,620,CST,38.5157,-98.1552
Geneseo,IL,Henry,61254,309,CST,41.4594,-90.1628
Geneva,FL,Seminole,32732,407,EST,28.7452,-81.1192
Geneva,NY,Ontario,14456,315,EST,42.8613,-76.9981
Geneva,AL,Geneva,36340,334,CST,31.0361,-85.8797
Geneva,IN,Adams,46740,260,EST,40.5926,-84.96
Geneva,OH,Ashtabula,44041,440,EST,41.7874,-80.9576
Geneva,GA,Talbot,31810,706,EST,32.5853,-84.6185
Geneva,MN,Freeborn,56035,507,CST,43.8286,-93.2718
Geneva,IA,Franklin,50633,641,CST,42.6766,-93.1313
Geneva,ID,Bear Lake,83238,208,MST,42.3167,-111.06
Geneva,IL,Kane,60134,630,CST,41.8859,-88.3101
Geneva,NE,Fillmore,68361,402,CST,40.5271,-97.601
Genoa,NY,Cayuga,13071,315,EST,42.6717,-76.5413
Genoa,WV,Wayne,25517,304,EST,38.0845,-82.4756
Genoa,OH,Ottawa,43430,419,EST,41.528,-83.3663
Genoa,IL,DeKalb,60135,815,CST,42.1052,-88.6672
Genoa,NE,Nance,68640,402,CST,41.448,-97.7308
Genoa,NV,Douglas,89411,775,PST,39.0091,-119.84
Genoa,WI,Vernon,54632,608,CST,43.5633,-91.2271
Genoa,CO,Lincoln,80818,719,MST,39.2777,-103.499
Genoa,AR,Miller,71840,870,CST,33.3836,-93.9094
Genoa City,WI,Walworth,53128,262,CST,42.5346,-88.2965
